document_id,url,title,date,dispute_title,document_type.name,annulment_committee_members,annulment_committee_president,arbitrator,claimant_appointee,claimant_counsel,claimant_expert,country,judge,other_counsel,other_expert,president,respondent_appointee,respondent_counsel,respondent_expert
190,http://www.italaw.com/sites/default/files/case-documents/italaw4446.pdf,Respondent Motion to Deny Confirmation of Award filed with U.S. District Court of District of Columbia,2015-10-20 07:00:00,"Veteran Petroleum Limited (Cyprus) v. The Russian Federation, UNCITRAL, PCA Case No. AA 228",Award,,,,,,,United States of America,,,,,,,
190,http://www.italaw.com/sites/default/files/case-documents/italaw4446.pdf,Respondent Motion to Deny Confirmation of Award filed with U.S. District Court of District of Columbia,2015-10-20 07:00:00,"Veteran Petroleum Limited (Cyprus) v. The Russian Federation, UNCITRAL, PCA Case No. AA 228",Request,,,,,,,United States of America,,,,,,,
193,http://www.iareporter.com/articles/20120627_1,"Notice of Arbitration (not public, see IAReporter story)",2012-06-25 07:00:00,"Veolia Propreté v. Arab Republic of Egypt, ICSID Case No. ARB/12/15",Report,,,,Klaus Sachs,,,,,,,Abdulqawi Yusuf,Zachary Douglas,,
194,http://www.iareporter.com/articles/20130221,"Notice of Arbitration (not public, see IAReporter article)",2012-08-15 07:00:00,"Venoklim Holding B.V. v. Bolivarian Republic of Venezuela, ICSID Case No. ARB/12/22",Report,,,,Enrique Gómez Pinzón,,,,,,,Yves Derains,Rodrigo Oreamuno Blanco,,
195,http://www.italaw.com/sites/default/files/case-documents/italaw4229.pdf,Award of the Tribunal (Spanish),2015-04-03 07:00:00,"Venoklim Holding B.V. v. Bolivarian Republic of Venezuela, ICSID Case No. ARB/12/22",Award,,,,Enrique Gómez Pinzón,Gerardo Jimenez Umbarila,,,,,,Yves Derains,Rodrigo Oreamuno Blanco,Manuel Enrique Galindo Ballesteros,
198,http://www.italaw.com/sites/default/files/case-documents/italaw7494_1.pdf,Interim Award on Jurisdiction on the Respondent Objection to Jurisdiction Ratione Voluntatis (English),2016-07-26 07:00:00,"Venezuela US, S.R.L. (Barbados) ​v. Bolivarian Republic of Venezuela, PCA Case No. 2013-34",Award,,,,L. Yves Fortier,,,,,,,Peter Tomka,Marcelo G. Kohen,,
200,,Procedural Order Concerning Questions of Procedure Pursuant to ICSID Arbitration Rule 20 (not public),2008-11-03 08:00:00,"Venezuela Holdings B.V. and others v. Bolivarian Republic of Venezuela, ICSID Case No. ARB/07/27",Order,,,,Gabrielle Kaufmann-Kohler,Covington & Burling LLP,,,,,,Gilbert Guillaume,Ahmed Sadek El-Kosheri,Procuraduría General de la República,
201,,Award (not public),2014-10-09 07:00:00,"Venezuela Holdings B.V. and others v. Bolivarian Republic of Venezuela, ICSID Case No. ARB/07/27",Award,,,,Gabrielle Kaufmann-Kohler,Covington & Burling LLP,,,,,,Gilbert Guillaume,Ahmed El-Kosheri,Procuraduria General  de la República,
202,http://www.iareporter.com/articles/20130102_2,"Notice of Arbitration (not public, see IAReporter story)",2012-05-31 07:00:00,"Vattenfall AB and others v. Federal Republic of Germany, ICSID Case No. ARB/12/12",Report,,,,Daniel Price,,,,,,,Albert Jan van den Berg,Vaughan Lowe,,
203,http://www.iareporter.com/articles/20130704_2,"Decision pursuant to ICSID Arbitration Rule 41(5) (not public, see IAReporter story)",2013-07-02 07:00:00,"Vattenfall AB and others v. Federal Republic of Germany, ICSID Case No. ARB/12/12",Report,,,,Daniel Price,,,,,,,Albert Jan van den Berg,Vaughan Lowe,,
204,http://www.italaw.com/sites/default/files/case-documents/ita0889.pdf,Request for Arbitration,2009-03-30 07:00:00,"Vattenfall AB, Vattenfall Europe AG, Vattenfall Europe Generation AG v. Federal Republic of Germany, ICSID Case No. ARB/09/6 (formerly Vattenfall AB, Vattenfall Europe AG, Vattenfall Europe Generation AG & Co. KG v. The Federal Republic of Germany)",Request,,,,,,,,,,,,,,
205,http://www.italaw.com/sites/default/files/case-documents/ita0890.pdf,Award,2011-03-11 08:00:00,"Vattenfall AB, Vattenfall Europe AG, Vattenfall Europe Generation AG v. Federal Republic of Germany, ICSID Case No. ARB/09/6 (formerly Vattenfall AB, Vattenfall Europe AG, Vattenfall Europe Generation AG & Co. KG v. The Federal Republic of Germany)",Award,,,,Gabrielle Kaufmann-Kohler,,,,,,,Marc Lalonde,Franklin Berman,,
207,http://www.italaw.com/sites/default/files/case-documents/italaw1250.pdf,Award,2013-01-16 08:00:00,"Vannessa Ventures Ltd. v. Bolivarian Republic of Venezuela, ICSID Case No. ARB(AF)04/6",Award,,,,Charles Brower,,,,,,,Vaughan Lowe,Brigitte Stern,,
208,http://www.iareporter.com/articles/20130704_1,"Notice of Arbitration (not public, see IAReporter story)",2013-06-21 07:00:00,"Lieven J. van Riet, Chantal C. van Riet and Christopher van Riet v. Republic of Croatia, ICSID Case No. ARB/13/12",Report,,,,Ibrahim Fadlallah,,,,,,,Karl-Heinz Böckstiegel,Toby Landau,,
209,http://www.iareporter.com/articles/20130617,"Notice of Arbitration (not public, see IAReporter story)",2013-06-06 07:00:00,"Valores Mundiales, S.L. and Consorcio Andino S.L. v. Bolivarian Republic of Venezuela, ICSID Case No. ARB/13/11",Report,,,,,,,,,,,,,,
210,http://www.iareporter.com/articles/20120903,"Notice of Arbitration (not public, see IAReporter story)",2012-07-25 07:00:00,"Valle Verde Sociedad Financiera S.L. v. Bolivarian Republic of Venezuela, ICSID Case No. ARB/12/18",Report,,,,Franco Ferrari,,,,,,,Enrique Barros Bourie,Raúl Vinuesa,,
213,http://www.italaw.com/sites/default/files/case-documents/ITA%20LAW%207008_0.pdf,Award,2014-10-24 07:00:00,"Valeri Belokon v. Kyrgyz Republic, UNCITRAL",Award,,,,Kaj Hobér,Stephan Wanger,,,,,,Jan Paulsson,Niels Schiersing,,
214,http://www.italaw.com/sites/default/files/case-documents/italaw7418.pdf,Decision on the Enforcement of the Award Issued by Ontario Superior Court of Justice,2016-07-11 07:00:00,"Valeri Belokon v. Kyrgyz Republic, UNCITRAL",Award,,,,,,,,Barbara Conway,,,,,,
215,,Decision on Request for Recommendation of Provisional Measures,1993-06-14 07:00:00,"Vacuum Salt Products Ltd. v. Republic of Ghana, ICSID Case No. ARB/92/1",Request,,,,Charles Brower,Thacher Proffitt & Wood,,,,,,Robert Y. Jennings,Kamal Hossain,Attorney-General of Ghana,
216,http://www.italaw.com/sites/default/files/case-documents/italaw6309.pdf,Award,1994-02-16 08:00:00,"Vacuum Salt Products Ltd. v. Republic of Ghana, ICSID Case No. ARB/92/1",Award,,,,Charles Brower,Thacher Proffitt & Wood,,,,,,Robert Y. Jennings,Kamal Hossain,Attorney-General of Ghana,
217,,Award (French Translation),1994-02-16 08:00:00,"Vacuum Salt Products Ltd. v. Republic of Ghana, ICSID Case No. ARB/92/1",Award,,,,Charles Brower,Thacher Proffitt & Wood,,,,,,Robert Y. Jennings,Kamal Hossain,Attorney-General of Ghana,
218,http://www.italaw.com/sites/default/files/case-documents/italaw4047.pdf,Award,2014-10-01 07:00:00,"Vigotop Limited v. Hungary, ICSID Case No. ARB/11/22",Award,,,,R. Doak Bishop,,,,,,,Klaus Sachs,Veijo Heiskanen,,
219,,Procedural Order No. 1 Concerning Procedural Orders and the Procedural Calendar  (not public),2012-08-30 07:00:00,"Vestey Group Ltd v. Bolivarian Republic of Venezuela, ICSID Case No. ARB/06/4",Order,,,,Horacio Grigera Naón,Freshfields Bruckhaus Deringer,,,,,,Gabrielle Kaufmann-Kohler,Pierre-Marie Dupuy,Procuradora General de la República,
220,,Procedural Order No. 2 Concerning the Respondent’s Request to Address the Objections to Jurisdiction as a Preliminary Question (not public),2013-08-05 07:00:00,"Vestey Group Ltd v. Bolivarian Republic of Venezuela, ICSID Case No. ARB/06/4",Order,,,,Horacio Grigera Naón,Freshfields Bruckhaus Deringer,,,,,,Gabrielle Kaufmann-Kohler,Pierre-Marie Dupuy,Procuradora General de la República,
220,,Procedural Order No. 2 Concerning the Respondent’s Request to Address the Objections to Jurisdiction as a Preliminary Question (not public),2013-08-05 07:00:00,"Vestey Group Ltd v. Bolivarian Republic of Venezuela, ICSID Case No. ARB/06/4",Request,,,,Horacio Grigera Naón,Freshfields Bruckhaus Deringer,,,,,,Gabrielle Kaufmann-Kohler,Pierre-Marie Dupuy,Procuradora General de la República,
221,,Procedural Order No. 3 Concerning Production of Documents (not public),2013-10-04 07:00:00,"Vestey Group Ltd v. Bolivarian Republic of Venezuela, ICSID Case No. ARB/06/4",Order,,,,Horacio Grigera Naón,Freshfields Bruckhaus Deringer,,,,,,Gabrielle Kaufmann-Kohler,Pierre-Marie Dupuy,Procurador General  de la República,
222,,Procedural Order No. 4 Concerning Production of Documents (not public),2014-01-03 08:00:00,"Vestey Group Ltd v. Bolivarian Republic of Venezuela, ICSID Case No. ARB/06/4",Order,,,,Horacio Grigera Naón,Freshfields Bruckhaus Deringer,,,,,,Gabrielle Kaufmann-Kohler,Pierre-Marie Dupuy,Procurador General de la República,
223,,Procedural Order No. 5 Concerning Procedural Matters (not public),2014-04-17 07:00:00,"Vestey Group Ltd v. Bolivarian Republic of Venezuela, ICSID Case No. ARB/06/4",Order,,,,Horacio Grigera Naón,Freshfields Bruckhaus Deringer,,,,,,Gabrielle Kaufmann-Kohler,Pierre-Marie Dupuy,Procurador General  de la República,
224,,Procedural Order No. 6 Concerning Procedural Matters (not public),2014-06-18 07:00:00,"Vestey Group Ltd v. Bolivarian Republic of Venezuela, ICSID Case No. ARB/06/4",Order,,,,Horacio Grigera Naón,Freshfields Bruckhaus Deringer,,,,,,Gabrielle Kaufmann-Kohler,Pierre-Marie Dupuy,Procurador General de la República,
225,,Procedural Order No. 7 Concerning Procedural Matters (not public),2014-12-15 08:00:00,"Vestey Group Ltd v. Bolivarian Republic of Venezuela, ICSID Case No. ARB/06/4",Order,,,,Horacio Grigera Naón,Freshfields Bruckhaus Deringer,,,,,,Gabrielle Kaufmann-Kohler,Pierre-Marie Dupuy,Procurador General de la República,
226,,Procedural Order No. 8 Concerning Procedural Matters (not public),2015-02-13 08:00:00,"Vestey Group Ltd v. Bolivarian Republic of Venezuela, ICSID Case No. ARB/06/4",Order,,,,Horacio Grigera Naón,Freshfields Bruckhaus Deringer,,,,,,Gabrielle Kaufmann-Kohler,Pierre-Marie Dupuy,Procurador General de la República,
227,http://www.italaw.com/sites/default/files/case-documents/italaw7230.pdf,Award,2016-04-15 07:00:00,"Vestey Group Ltd v. Bolivarian Republic of Venezuela, ICSID Case No. ARB/06/4",Award,,,,Horacio A. Grigera Naón,Freshfields Bruckhaus Deringer,,,,,,Gabrielle Kaufmann-Kohler,Pierre Marie-Dupuy,GUGLIELMINO & ASOCIADOS,
230,http://www.italaw.com/sites/default/files/case-documents/ita0883.pdf,Decision of the Tribunal on Petitions for Intervention and Participation as Amici Curiae,2001-10-17 07:00:00,"United Parcel Service of America Inc. v. Government of Canada, ICSID Case No. UNCT/02/1",Request,,,L. Yves Fortier,,,,,,,,Kenneth Keith,,,
231,http://www.italaw.com/sites/default/files/case-documents/ita0884.pdf,Award on Jurisdiction,2002-11-22 08:00:00,"United Parcel Service of America Inc. v. Government of Canada, ICSID Case No. UNCT/02/1",Award,,,L. Yves Fortier,,,,,,,,Kenneth Keith,,,
232,http://www.italaw.com/sites/default/files/case-documents/ita0885.pdf,Award on the Merits,2007-05-24 07:00:00,"United Parcel Service of America Inc. v. Government of Canada, ICSID Case No. UNCT/02/1",Award,,,L. Yves Fortier,,,,,,,,Kenneth Keith,,,
233,http://www.iareporter.com/articles/20140325,"Notice of Arbitration (not public, see IAReporter story)",2014-02-27 08:00:00,"Unión Fenosa Gas, S.A. v. Arab Republic of Egypt, ICSID Case No. ARB/14/4",Report,,,,,,,,,,,,,,
235,http://www.italaw.com/sites/default/files/case-documents/italaw1584.pdf,Order of the Tribunal Suspending the Proceeding,2013-09-16 07:00:00,"Universal Compression International Holdings, S.L.U. v. The Bolivarian Republic of Venezuela, ICSID Case No. Arb/10/9",Order,,,,Guido Santiago Tawil,,,,,,,J. William Rowley,Brigitte Stern,,
236,http://www.italaw.com/sites/default/files/case-documents/italaw4329.pdf,Procedural Order No. 1,2015-06-05 07:00:00,"United Utilities (Tallinn) B.V. and Aktsiaselts Tallinna Vesi v. Republic of Estonia, ICSID Case No. ARB/14/24",Order,,,,David A.R. Williams,Herbert Smith Freehills,,,,,,Stephen L. Drymer,Brigitte Stern,Ministry of Economic Affairs and Communications,
237,http://www.italaw.com/sites/default/files/case-documents/italaw4351.pdf,Procedural Order No. 2,2015-06-17 07:00:00,"United Utilities (Tallinn) B.V. and Aktsiaselts Tallinna Vesi v. Republic of Estonia, ICSID Case No. ARB/14/24",Order,,,,David A.R. Williams,,,,,,,Stephen L. Drymer,Brigitte Stern,,
238,http://www.italaw.com/sites/default/files/case-documents/italaw4330.pdf,Procedural Order No. 1 (Amended Version),2015-06-19 07:00:00,"United Utilities (Tallinn) B.V. and Aktsiaselts Tallinna Vesi v. Republic of Estonia, ICSID Case No. ARB/14/24",Order,,,,David A.R. Williams,Herbert Smith Freehills,,,,,,Stephen L. Drymer,Brigitte Stern,Ministry of Economic Affairs and Communications,
239,http://www.italaw.com/sites/default/files/case-documents/italaw7289.pdf,Procedural Order No. 3,2016-05-03 07:00:00,"United Utilities (Tallinn) B.V. and Aktsiaselts Tallinna Vesi v. Republic of Estonia, ICSID Case No. ARB/14/24",Order,,,,David A.R. Williams,Herbert Smith Freehills,,,,,,Stephen L. Drymer,Brigitte Stern,Squire Patton Boggs,
240,http://www.italaw.com/sites/default/files/case-documents/italaw7302.pdf,Decision on Respondent's Application for Provisional Measures,2016-05-12 07:00:00,"United Utilities (Tallinn) B.V. and Aktsiaselts Tallinna Vesi v. Republic of Estonia, ICSID Case No. ARB/14/24",Request,,,,David A.R. Williams,Herbert Smith Freehills,,,,,,Stephen L. Drymer,Brigitte Stern,Squire Patton Boggs,
241,http://www.italaw.com/sites/default/files/case-documents/ita1045.pdf,Interim Award,2010-09-28 07:00:00,"Ulysseas, Inc. v. The Republic of Ecuador, UNCITRAL",Award,,,,Michael Pryles,,,,,,,Piero Bernardini,Brigitte Stern,,
242,http://www.italaw.com/sites/default/files/case-documents/ita1019.pdf,Final Award (English),2012-06-12 07:00:00,"Ulysseas, Inc. v. The Republic of Ecuador, UNCITRAL",Award,,,,Michael Pryles,,,,,,,Piero Bernardini,Brigitte Stern,,
243,,"Award, 2014 (not public)",2014-01-01 08:00:00,"Turkcell İletişim Hizmetleri A.Ş. v. The Islamic Republic of Iran, UNCITRAL",Award,,,,,,,,,,,,,,
244,http://www.iareporter.com/articles/20120909_2,"Notice of Arbitration (not public, see IAReporter story)",2012-10-15 07:00:00,"UAB E energija (Lithuania) v. Republic of Latvia, ICSID Case No. ARB/12/33",Report,,,August Reinisch,,,,,,,,,,,
245,,Award (not public),2008-05-25 07:00:00,"Ulemek v. Croatia, UNCITRAL",Award,,,,,,,,,,,,,,
246,http://www.iareporter.com/articles/20130612,"Notice of Arbitration (not public, see IAReporter story)",,"U.S. Steel Global Holdings I B.V. v. The Slovak Republic, UNCITRAL, PCA Case No. 2013-6",Report,,,James Crawford,,,,,,,,Michael Reisman,,,
248,http://www.italaw.com/sites/default/files/case-documents/italaw3237.pdf,Procedural Order No. 6 (Stipulated Termination Order),2014-06-16 07:00:00,"U.S. Steel Global Holdings I B.V. v. The Slovak Republic, UNCITRAL, PCA Case No. 2013-6",Order,,,James Crawford,,,,,,,,Michael Reisman,,,
249,http://www.italaw.com/sites/default/files/case-documents/ita0882.pdf,"Summary of Award (from International Arbitration Case Law, IACL)",,"Señor Tza Yap Shum v. The Republic of Peru, ICSID Case No. ARB/07/6",Award,,,,,,,,,,,,,,
252,http://www.italaw.com/sites/default/files/case-documents/ita0881.pdf,Award (Spanish),2011-07-07 07:00:00,"Señor Tza Yap Shum v. The Republic of Peru, ICSID Case No. ARB/07/6",Award,,,,Hernando Otero,,,,,,,Judd Kessler,Juan Fernández-Armesto,,
255,http://www.iareporter.com/articles/20121104_1,"Notice of Arbitration (not public, see IAReporter story)",2012-10-31 07:00:00,"Tullow Uganda Operations PTY LTD v. Republic of Uganda, ICSID Case No. ARB/12/34",Report,,,,,,,,,,,,,,
256,http://www.italaw.com/sites/default/files/case-documents/italaw6207.pdf,Order Taking Note of the Discontinuance of the Proceeding,2015-07-15 07:00:00,"Tullow Uganda Operations PTY LTD v. Republic of Uganda, ICSID Case No. ARB/12/34",Order,,,Kamal Hossain,,THREE CROWNS LLP,,,,,,Jean E Kalicki,,Curtis Mallet-Prevost Colt & Mosle LLP,
257,http://www.italaw.com/sites/default/files/case-documents/ita0874.pdf,Award (English),2008-12-19 08:00:00,"TSA Spectrum de Argentina S.A. v. Argentine Republic, ICSID Case No. ARB/05/5",Award,,,,Grant Aldonas,,,,,,,Hans Danelius,Georges Abi-Saab,,
260,http://www.italaw.com/sites/default/files/case-documents/ita0879.pdf,Request for Arbitration,2011-10-11 07:00:00,"Tulip Real Estate and Development Netherlands B.V. v. Republic of Turkey, ICSID Case No. ARB/11/28",Request,,,,,,,,,,,,,,
261,http://www.italaw.com/sites/default/files/case-documents/italaw1341.pdf,Decision on the Respondent's Request for Bifurcation under Article 41(2) of the ICSID Convention,2012-11-02 07:00:00,"Tulip Real Estate and Development Netherlands B.V. v. Republic of Turkey, ICSID Case No. ARB/11/28",Request,,,,Michael Evan Jaffe,,,,,,,Gavan Griffith,Rolf Knieper,,
264,http://www.italaw.com/sites/default/files/case-documents/italaw3126.pdf,Award,2014-03-10 07:00:00,"Tulip Real Estate and Development Netherlands B.V. v. Republic of Turkey, ICSID Case No. ARB/11/28",Award,,,,,,,,,,,Gavan Griffith,Rolf Knieper,,
265,http://www.italaw.com/sites/default/files/case-documents/italaw3255.pdf,Application for Annulment of the Tribunal's Award,2014-07-03 07:00:00,"Tulip Real Estate and Development Netherlands B.V. v. Republic of Turkey, ICSID Case No. ARB/11/28",Award,,,,,,,,,,,,,,
265,http://www.italaw.com/sites/default/files/case-documents/italaw3255.pdf,Application for Annulment of the Tribunal's Award,2014-07-03 07:00:00,"Tulip Real Estate and Development Netherlands B.V. v. Republic of Turkey, ICSID Case No. ARB/11/28",Request,,,,,,,,,,,,,,
267,http://www.iareporter.com/articles/20111006_1,"Award, August 2011 (not public see IAReporter story)",2011-08-01 07:00:00,"TS Investment Corp. v. Republic of Armenia, LCIA",Report,,,,,,,,,,,,,,
