id,decisions,caseno,title,type,claimant,econsector,instrumentinvk1,instrumentinvk2,partiessub,respondent,rulesapplied,seatarbitration,status,subject
785,,ARB/81/2,Klöckner Industrie-Anlagen GmbH and others  v. United Republic of Cameroon and Société Camerounaise des Engrais (ICSID Case No. ARB/81/2),"",Klöckner Industrie-Anlagen GmbH and others,Other Industry,"",Contract,,United Republic of Cameroon and Société Camerounaise des Engrais,ICSID Convention - Arbitration Rules,"",Concluded,Construction and operation of a fertilizer factory
789,,ARB/81/1,Amco Asia Corporation and others  v. Republic of Indonesia  (ICSID Case No. ARB/81/1),"",Amco Asia Corporation and others,Tourism,"",Contract,,IDN,ICSID Convention - Arbitration Rules,"",Concluded,Construction and operation of a hotel
51,,ARB/16/21,TransCanada Corporation and TransCanada PipeLines Limited v. United States of America (ICSID Case No. ARB/16/21),"",TransCanada Corporation and TransCanada PipeLines Limited,"Oil, Gas & Mining","",NAFTA (North American Free Trade Agreement),,USA,ICSID Convention - Arbitration Rules,"",Concluded,Oil pipeline project
50,,ARB/16/22,Shell Philippines Exploration B.V. v. Republic of the Philippines (ICSID Case No. ARB/16/22),"",Shell Philippines Exploration B.V.,"Oil, Gas & Mining",BIT Philippines - Netherlands 1985,"",,PHL,ICSID Convention - Arbitration Rules,"",Pending,"Hydrocarbon concession, taxation"
49,,ARB/16/23,"Agroinsumos Ibero-Americanos, S.L. and others v. Bolivarian Republic of Venezuela (ICSID Case No. ARB/16/23)","","Agroinsumos Ibero-Americanos, S.L. and others","Agriculture, Fishing & Forestry","BIT Spain - Venezuela,  Republica Bolivariana de 1995","",,VEN,ICSID Convention - Arbitration Rules,"",Pending,Agriculture and food products enterprise
46,,ARB/16/26,Oleovest Pte. Ltd. v. Republic of Indonesia (ICSID Case No. ARB/16/26),"",Oleovest Pte. Ltd.,"Agriculture, Fishing & Forestry",BIT Indonesia - Singapore 2005,"",,IDN,ICSID Convention - Arbitration Rules,"",Pending,Food products enterprise
45,,ARB(AF)/16/3,"B-Mex, LLC and others v. United Mexican States (ICSID Case No. ARB(AF)/16/3)","","B-Mex, LLC and others",Other Industry,"",NAFTA (North American Free Trade Agreement),,MEX,ICSID Additional Facility - Arbitration Rules,"Toronto, Canada",Pending,Gaming industry
793,,ARB/72/1,Holiday Inns S.A. and others v. Morocco (ICSID Case No. ARB/72/1),"",Holiday Inns S.A. and others,Tourism,"",Contract,,MAR,ICSID Convention - Arbitration Rules,"",Concluded,Joint venture to build and operate hotels
546,,ARB(AF)/04/3,"Gemplus, S.A., SLP, S.A. and Gemplus Industrial, S.A. de C.V.  v. United Mexican States  (ICSID Case No. ARB(AF)/04/3)","","Gemplus, S.A., SLP, S.A. and Gemplus Industrial, S.A. de C.V. ",Transportation,BIT Mexico - France 1998,"",,MEX,ICSID Additional Facility - Arbitration Rules,"Washington, D.C.",Concluded,Concession agreement to operate the National Registry of Motor Vehicles
775,,ARB/84/3,Southern Pacific Properties (Middle East) Limited  v. Arab Republic of Egypt  (ICSID Case No. ARB/84/3),"",Southern Pacific Properties (Middle East) Limited,Tourism,"",Investment Law - Egypt,,EGY,ICSID Convention - Arbitration Rules,"",Concluded,Tourism development project
772,,ARB/84/4,Maritime International Nominees Establishment  v. Republic of Guinea  (ICSID Case No. ARB/84/4),"",Maritime International Nominees Establishment,"Oil, Gas & Mining","",Contract,,GIN,ICSID Convention - Arbitration Rules,"",Concluded,Bauxite transportation joint venture
769,,ARB/87/2,Mobil Oil Corporation and others  v. New Zealand  (ICSID Case No. ARB/87/2),"",Mobil Oil Corporation and others,"Oil, Gas & Mining","",Contract,,NZL,ICSID Convention - Arbitration Rules,"",Concluded,Synthetic fuels project
768,,ARB/87/3,Asian Agricultural Products Limited  v. Democratic Socialist Republic of Sri Lanka  (ICSID Case No. ARB/87/3),"",Asian Agricultural Products Limited,"Agriculture, Fishing & Forestry",BIT United Kingdom of Great Britain and Northern Ireland - Sri Lanka 1980,"",,LKA,ICSID Convention - Arbitration Rules,"",Concluded,Shrimp farming joint venture
767,,ARB/87/4,"Occidental of Pakistan, Inc. v. Islamic Republic of Pakistan  (ICSID Case No. ARB/87/4)","","Occidental of Pakistan, Inc.","Oil, Gas & Mining","",Contract,,PAK,ICSID Convention - Arbitration Rules,"",Concluded,Petroleum concession
760,,CONC/94/1,SEDITEX Engineering Beratungsgesellschaft für dieTextilindustrie m.b.H. v. Madagascar (ICSID Case No. CONC/94/1),"",SEDITEX Engineering Beratungsgesellschaft für dieTextilindustrie m.b.H.,Other Industry,"",Contract,,MDG,ICSID Convention - Conciliation Rules,"",Concluded,Textile enterprise
761,,ARB/94/1,Philippe Gruslin  v. Malaysia (ICSID Case No. ARB/94/1),"",Philippe Gruslin,Construction,BIT Belgium-Luxembourg - Malaysia 1979,"",,MYS,ICSID Convention - Arbitration Rules,"",Concluded,Construction enterprise
765,,ARB/92/1,Vacuum Salt Products Ltd. v. Republic of Ghana  (ICSID Case No. ARB/92/1),"",Vacuum Salt Products Ltd.,Finance,"",Contract,,GHA,ICSID Convention - Arbitration Rules,"",Concluded,Salt mining operation
762,,ARB/93/1,"American Manufacturing & Trading, Inc. v. Democratic Republic of the Congo  (ICSID Case No. ARB/93/1)","","American Manufacturing & Trading, Inc.",Other Industry,BIT Zaire - United States of America 1984,"",,Democratic Republic of the Congo,ICSID Convention - Arbitration Rules,"",Concluded,Manufacturing and trading enterprise
759,,ARB/94/2,Tradex Hellas S.A. v. Republic of Albania  (ICSID Case No. ARB/94/2),"",Tradex Hellas S.A.,Other Industry,BIT Greece - Albania 1991,Investment Law - Albania (1993),,ALB,ICSID Convention - Arbitration Rules,"",Concluded,Agricultural enterprise
758,,ARB/95/1,Leaf Tobacco A. Michaelides S.A. and Greek-Albanian Leaf Tobacco & Co. S.A. v. Republic of Albania  (ICSID Case No. ARB/95/1),"",Leaf Tobacco A. Michaelides S.A. and Greek-Albanian Leaf Tobacco & Co. S.A.,Other Industry,BIT Greece - Albania 1991,"",,ALB,ICSID Convention - Arbitration Rules,"",Concluded,Tobacco manufacturing and warehousing
757,,ARB/95/2,"Cable Television of Nevis, Ltd. and Cable Television of Nevis Holdings, Ltd. v. Federation of St. Kitts and Nevis  (ICSID Case No. ARB/95/2)","","Cable Television of Nevis, Ltd. and Cable Television of Nevis Holdings, Ltd.",Information & Communication,"",Contract,,Federation of St. Kitts and Nevis,ICSID Convention - Arbitration Rules,"",Concluded,Cable television franchise
752,,ARB/96/3,Fedax N.V. v. Republic of Venezuela  (ICSID Case No. ARB/96/3),"",Fedax N.V.,Finance,"BIT Netherlands - Venezuela,  Republica Bolivariana de 1991","",,Republic of Venezuela,ICSID Convention - Arbitration Rules,"",Concluded,Debt instruments
750,,ARB/97/1,Société d'Investigation de Recherche et d'Exploitation Minière v. Burkina Faso  (ICSID Case No. ARB/97/1),"",Société d'Investigation de Recherche et d'Exploitation Minière,"Oil, Gas & Mining","",Other,,BFA,ICSID Convention - Arbitration Rules,"",Concluded,Gold mining operation
751,,ARB(AF)/97/1,Metalclad Corporation  v. United Mexican States  (ICSID Case No. ARB(AF)/97/1),"",Metalclad Corporation,"Water, Sanitation & Flood Protection","",NAFTA (North American Free Trade Agreement),,MEX,ICSID Additional Facility - Arbitration Rules,"Vancouver, Canada",Concluded,Waste disposal enterprise
756,,ARB/95/3,Antoine Goetz and others  v. Republic of Burundi  (ICSID Case No. ARB/95/3),"",Antoine Goetz and others,"Oil, Gas & Mining",BIT Belgium-Luxembourg - Burundi 1989,"",,BDI,ICSID Convention - Arbitration Rules,"",Concluded,Mining enterprise
749,,ARB/97/2,Société Kufpec (Congo) Limited  v. Republic of Congo  (ICSID Case No. ARB/97/2),"",Société Kufpec (Congo) Limited,"Oil, Gas & Mining","",Other,,Republic of Congo,ICSID Convention - Arbitration Rules,"",Concluded,Petroleum exploration and exploitation agreement
754,,ARB/96/1,Compañia del Desarrollo de Santa Elena S.A.  v. Republic of Costa Rica  (ICSID Case No. ARB/96/1),"",Compañia del Desarrollo de Santa Elena S.A.,Tourism,"",Contract,,CRI,ICSID Convention - Arbitration Rules,"",Concluded,Valuation of land holding
639,,ARB/02/14,CDC Group plc  v. Republic of Seychelles  (ICSID Case No. ARB/02/14),"",CDC Group plc,Finance,"",Contract,,SYC,ICSID Convention - Arbitration Rules,"",Concluded,Debt instruments
773,,ARB/82/1,Société Ouest Africaine des Bétons Industriels  v. Republic of Senegal  (ICSID Case No. ARB/82/1),"",Société Ouest Africaine des Bétons Industriels ,Construction,"",Contract,,SEN,ICSID Convention - Arbitration Rules,"",Concluded,Construction of low-income housing units
755,,ARB/92/1,Vacuum Salt Products Ltd. v. Republic of Ghana  (ICSID Case No. ARB/92/1),"",Vacuum Salt Products Ltd.,Finance,"",Contract,,GHA,ICSID Convention - Arbitration Rules,"",Concluded,Salt mining operation
748,,ARB/95/1,Leaf Tobacco A. Michaelides S.A. and Greek-Albanian Leaf Tobacco & Co. S.A. v. Republic of Albania  (ICSID Case No. ARB/95/1),"",Leaf Tobacco A. Michaelides S.A. and Greek-Albanian Leaf Tobacco & Co. S.A.,Other Industry,BIT Greece - Albania 1991,"",,ALB,ICSID Convention - Arbitration Rules,"",Concluded,Tobacco manufacturing and warehousing
740,,ARB/97/5,WRB Enterprises and Grenada Private Power Limited  v. Grenada (ICSID Case No. ARB/97/5),"",WRB Enterprises and Grenada Private Power Limited,Electric Power & Other Energy,"",Contract,,GRD,ICSID Convention - Arbitration Rules,"",Concluded,Electricity enterprise
742,,ARB(AF)/97/2,Robert Azinian and others  v. United Mexican States  (ICSID Case No. ARB(AF)/97/2),"",Robert Azinian and others,"Water, Sanitation & Flood Protection","","Contract, NAFTA (North American Free Trade Agreement)",,MEX,ICSID Additional Facility - Arbitration Rules,"Toronto, Canada",Concluded,Waste disposal enterprise
741,,ARB/97/4,"Československa obchodní banka, a.s. v. Slovak Republic  (ICSID Case No. ARB/97/4)","","Československa obchodní banka, a.s.",Finance,BIT Czech Republic - Slovak Republic 1992,"",,SVK,ICSID Convention - Arbitration Rules,"",Concluded,Debt instruments
739,,ARB/97/6,"Lanco International, Inc. v. Argentine Republic  (ICSID Case No. ARB/97/6)","","Lanco International, Inc.",Transportation,BIT United States of America - Argentina 1991,"",,ARG,ICSID Convention - Arbitration Rules,"",Concluded,Port terminal concession agreement
726,,ARB/98/3,International Trust Company of Liberia v. Republic of Liberia  (ICSID Case No. ARB/98/3),"",International Trust Company of Liberia,Transportation,"",Other,,LBR,ICSID Convention - Arbitration Rules,"",Concluded,Maritime registry
727,,ARB/98/2,Victor Pey Casado and President Allende Foundation  v. Republic of Chile  (ICSID Case No. ARB/98/2),"",Victor Pey Casado and President Allende Foundation,Information & Communication,BIT Chile - Spain 1991,"",,CHL,ICSID Convention - Arbitration Rules,"",Pending,Publishing enterprise
711,,ARB/99/2,Alex Genin and others  v. Republic of Estonia  (ICSID Case No. ARB/99/2),"",Alex Genin and others,Finance,BIT United States of America - Estonia 2003,"",,EST,ICSID Convention - Arbitration Rules,"",Concluded,Banking enterprise
47,,ARB/16/25,Raymond Charles Eyre and Montrose Developments (Private) Limited v. Democratic Socialist Republic of Sri Lanka (ICSID Case No. ARB/16/25),"",Raymond Charles Eyre and Montrose Developments (Private) Limited,Tourism,BIT United Kingdom of Great Britain and Northern Ireland - Sri Lanka 1980,"",,LKA,ICSID Convention - Arbitration Rules,"",Pending,Hotel development project
48,,ARB/16/24,"ČEZ, a.s. v. Republic of Bulgaria (ICSID Case No. ARB/16/24)","","ČEZ, a.s.",Electric Power & Other Energy,"",ECT (Energy Charter Treaty),,BGR,ICSID Convention - Arbitration Rules,"",Pending,Electricity supply and distribution operations
747,,ARB/95/2,"Cable Television of Nevis, Ltd. and Cable Television of Nevis Holdings, Ltd. v. Federation of St. Kitts and Nevis  (ICSID Case No. ARB/95/2)","","Cable Television of Nevis, Ltd. and Cable Television of Nevis Holdings, Ltd.",Information & Communication,"",Contract,,Federation of St. Kitts and Nevis,ICSID Convention - Arbitration Rules,"",Concluded,Cable television franchise
704,,ARB/99/4,Empresa Nacional de Electricidad S.A. v. Argentine Republic  (ICSID Case No. ARB/99/4),"",Empresa Nacional de Electricidad S.A.,Electric Power & Other Energy,BIT Chile - Argentina 1991,"",,ARG,ICSID Convention - Arbitration Rules,"",Concluded,Hydroelectric power concession
709,,ARB/99/3,Philippe Gruslin  v. Malaysia (ICSID Case No. ARB/99/3),"",Philippe Gruslin,Finance,BIT Belgium-Luxembourg - Malaysia 1979,"",,MYS,ICSID Convention - Arbitration Rules,"",Concluded,Company shareholding
705,,ARB(AF)/99/1,Marvin Roy Feldman Karpa  v. United Mexican States  (ICSID Case No. ARB(AF)/99/1),"",Marvin Roy Feldman Karpa,Services & Trade,"",NAFTA (North American Free Trade Agreement),,MEX,ICSID Additional Facility - Arbitration Rules,"Ottawa, Canada",Concluded,Foreign trade enterprise
701,,ARB/99/6,Middle East Cement Shipping and Handling Co. S.A. v. Arab Republic of Egypt  (ICSID Case No. ARB/99/6),"",Middle East Cement Shipping and Handling Co. S.A.,Construction,"BIT Egypt,  Arab Republic of - Greece 1993","",,EGY,ICSID Convention - Arbitration Rules,"",Concluded,Cement distribution enterprise
699,,ARB/99/7,Patrick Mitchell  v. Democratic Republic of the Congo  (ICSID Case No. ARB/99/7),"",Patrick Mitchell,Services & Trade,"BIT Congo,  Democratic Republic of - United States of America 1984","",,Democratic Republic of the Congo,ICSID Convention - Arbitration Rules,"",Concluded,Law firm
694,,UNCT/02/1,United Parcels Service of America Inc. v. Canada (ICSID Case No. UNCT/02/1),"",United Parcels Service of America Inc.,Services & Trade,"",NAFTA (North American Free Trade Agreement),,CAN,UNCITRAL,"Washington, D.C.",Concluded,Courier services
692,,ARB/00/5,"Autopista Concesionada de Venezuela, C.A. v. Bolivarian Republic of Venezuela  (ICSID Case No. ARB/00/5)","","Autopista Concesionada de Venezuela, C.A.",Transportation,"",Contract,,VEN,ICSID Convention - Arbitration Rules,"",Concluded,Contract for the construction of a highway system
695,,ARB/00/3,"GRAD Associates, P.A. v. Bolivarian Republic of Venezuela  (ICSID Case No. ARB/00/3)","","GRAD Associates, P.A.",Construction,"",Contract,,VEN,ICSID Convention - Arbitration Rules,"",Concluded,Contract for the construction and modernization of penitentiaries
693,,ARB/00/4,Salini Costruttori S.p.A. and Italstrade S.p.A. v. Kingdom of Morocco  (ICSID Case No. ARB/00/4),"",Salini Costruttori S.p.A. and Italstrade S.p.A.,Transportation,BIT Italy - Morocco 1990,"",,MAR,ICSID Convention - Arbitration Rules,"",Concluded,Construction of the section of a highway
688,,ARB/00/8,"Ridgepointe Overseas Developments, Ltd. v. Democratic Republic of the Congo and Générale des Carrières et des Mines  (ICSID Case No. ARB/00/8)","","Ridgepointe Overseas Developments, Ltd.","Oil, Gas & Mining","",Contract,,Democratic Republic of the Congo and Générale des Carrières et des Mines,ICSID Convention - Arbitration Rules,"",Concluded,Cobalt and copper mining concessions
689,,ARB/00/7,World Duty Free Company Limited  v. Republic of Kenya  (ICSID Case No. ARB/00/7),"",World Duty Free Company Limited,Services & Trade,"",Contract,,KEN,ICSID Convention - Arbitration Rules,"",Concluded,Duty free concession
685,,ARB(AF)/00/3,"Waste Management, Inc. v. United Mexican States  (ICSID Case No. ARB(AF)/00/3)","","Waste Management, Inc.","Water, Sanitation & Flood Protection","",NAFTA (North American Free Trade Agreement),,MEX,ICSID Additional Facility - Arbitration Rules,"Washington, D.C.",Concluded,Waste disposal enterprise
684,,ARB/00/9,Generation Ukraine Inc. v. Ukraine (ICSID Case No. ARB/00/9),"",Generation Ukraine Inc.,Construction,BIT Ukraine - United States of America 1994,"",,UKR,ICSID Convention - Arbitration Rules,"",Concluded,Construction of an office building
683,,ARB/01/1,"Impregilo, S.p.A and Rizzani De Eccher S.p.A. v. United Arab Emirates  (ICSID Case No. ARB/01/1)","","Impregilo, S.p.A and Rizzani De Eccher S.p.A.",Construction,BIT Italy - United Arab Emirates 1995,"",,ARE,ICSID Convention - Arbitration Rules,"",Concluded,Construction of a mosque
687,,ARB(AF)/00/1,ADF Group Inc. v. United States of America (ICSID Case No. ARB(AF)/00/1),"",ADF Group Inc.,Transportation,"",NAFTA (North American Free Trade Agreement),,USA,ICSID Additional Facility - Arbitration Rules,"Washington, D.C.",Concluded,Highway construction project
686,,ARB(AF)/00/2,"Técnicas Medioambientales Tecmed, S.A. v. United Mexican States  (ICSID Case No. ARB(AF)/00/2)","","Técnicas Medioambientales Tecmed, S.A.","Water, Sanitation & Flood Protection",BIT Spain - Mexico 1995,"",,MEX,ICSID Additional Facility - Arbitration Rules,"Washington, D.C.",Concluded,Waste disposal enterprise
682,,ARB/01/2,Antoine Goetz and others v. Republic of Burundi  (ICSID Case No. ARB/01/2),"",Antoine Goetz and others,"Oil, Gas & Mining",BIT Belgium-Luxembourg - Burundi 1989,Contract,,BDI,ICSID Convention - Arbitration Rules,"",Concluded,"Mining, banking and service enterprises"
707,,ARB(AF)/98/3,"The Loewen Group, Inc. and Raymond L. Loewen  v. United States of America  (ICSID Case No. ARB(AF)/98/3)","","The Loewen Group, Inc. and Raymond L. Loewen ",Services & Trade,"",NAFTA (North American Free Trade Agreement),,USA,ICSID Additional Facility - Arbitration Rules,"Washington, D.C.",Concluded,Funeral home and insurance enterprises
672,,ARB/01/7,MTD Equity Sdn. Bhd. and MTD Chile S.A.  v. Republic of Chile  (ICSID Case No. ARB/01/7),"",MTD Equity Sdn. Bhd. and MTD Chile S.A.,Construction,BIT Malaysia - Chile 1992,"",,CHL,ICSID Convention - Arbitration Rules,"",Concluded,Construction of residential and commercial complex
667,,ARB/01/10,Repsol YPF Ecuador S.A. v. Empresa Estatal Petróleos del Ecuador (Petroecuador) (ICSID Case No. ARB/01/10),"",Repsol YPF Ecuador S.A.,"Oil, Gas & Mining","",Contract,,Empresa Estatal Petróleos del Ecuador (Petroecuador),ICSID Convention - Arbitration Rules,"",Concluded,Oil exploration contract
675,,ARB/01/5,Société d'Exploitation des Mines d'Or de Sadiola S.A. v. Republic of Mali  (ICSID Case No. ARB/01/5),"",Société d'Exploitation des Mines d'Or de Sadiola S.A.,"Oil, Gas & Mining","",Contract,,MLI,ICSID Convention - Arbitration Rules,"",Concluded,Gold mining concession
677,,ARB/01/3,"Enron Creditors Recovery Corporation (formerly Enron Corporation) and Ponderosa Assets, L.P.  v. Argentine Republic  (ICSID Case No. ARB/01/3)","","Enron Creditors Recovery Corporation (formerly Enron Corporation) and Ponderosa Assets, L.P.","Oil, Gas & Mining",BIT United States of America - Argentina 1991,"",,ARG,ICSID Convention - Arbitration Rules,"",Pending,Natural gas transportation company
665,,ARB/01/11,"Noble Ventures, Inc. v. Romania  (ICSID Case No. ARB/01/11)","","Noble Ventures, Inc.",Finance,BIT Romania - United States of America 1992,"",,ROU,ICSID Convention - Arbitration Rules,"",Concluded,Stock purchase agreement
662,,ARB/01/13,SGS Société Générale de Surveillance S.A.  v. Islamic Republic of Pakistan  (ICSID Case No. ARB/01/13),"",SGS Société Générale de Surveillance S.A.,Services & Trade,BIT Switzerland - Pakistan 1995,"",,PAK,ICSID Convention - Arbitration Rules,"",Concluded,Service agreement
655,,ARB/02/3,Aguas del Tunari S.A. v. Republic of Bolivia  (ICSID Case No. ARB/02/3),"",Aguas del Tunari S.A.,"Water, Sanitation & Flood Protection",BIT Bolivia - Netherlands 1992,"",,Republic of Bolivia,ICSID Convention - Arbitration Rules,"",Concluded,Water and sewer services concession
660,,ARB(AF)/02/1,Fireman's Fund Insurance Company v. United Mexican States  (ICSID Case No. ARB(AF)/02/1),"",Fireman's Fund Insurance Company,Finance,"",NAFTA (North American Free Trade Agreement),,MEX,ICSID Additional Facility - Arbitration Rules,"Toronto, Canada",Concluded,Debt instruments
657,,ARB/02/1,"LG&E Energy Corp., LG&E Capital Corp. and LG&E International Inc. v. Argentine Republic  (ICSID Case No. ARB/02/1)","","LG&E Energy Corp., LG&E Capital Corp. and LG&E International Inc.","Oil, Gas & Mining",BIT United States of America - Argentina 1991,"",,ARG,ICSID Convention - Arbitration Rules,"",Concluded,Gas distribution enterprise
653,,ARB/02/5,PSEG Global Inc. and Konya Ilgin Elektrik Üretim ve Ticaret Limited Sirketi v. Republic of Turkey  (ICSID Case No. ARB/02/5),"",PSEG Global Inc. and Konya Ilgin Elektrik Üretim ve Ticaret Limited Sirketi,Electric Power & Other Energy,BIT Turkey - United States of America 1985,"",,TUR,ICSID Convention - Arbitration Rules,"",Concluded,Electric power generating station project
652,,ARB/02/6,SGS Société Générale de Surveillance S.A.  v. Republic of the Philippines  (ICSID Case No. ARB/02/6),"",SGS Société Générale de Surveillance S.A.,Services & Trade,BIT Philippines - Switzerland 1997,"",,PHL,ICSID Convention - Arbitration Rules,"",Concluded,Service agreement
644,,ARB/02/10,IBM World Trade Corp. v. Republic of Ecuador  (ICSID Case No. ARB/02/10),"",IBM World Trade Corp.,Information & Communication,BIT Ecuador - United States of America 1993,"",,ECU,ICSID Convention - Arbitration Rules,"",Concluded,Informatic services contract
645,,ARB/02/9,"Champion Trading Company and Ameritrade International, Inc.  v. Arab Republic of Egypt  (ICSID Case No. ARB/02/9)","","Champion Trading Company and Ameritrade International, Inc.",Other Industry,"BIT United States of America - Egypt,  Arab Republic of 1982","",,EGY,ICSID Convention - Arbitration Rules,"",Concluded,Cotton processing and trading enterprise
646,,ARB/02/8,Siemens A.G.  v. Argentine Republic (ICSID Case No. ARB/02/8),"",Siemens A.G.,Information & Communication,BIT Germany - Argentina 1991,"",,ARG,ICSID Convention - Arbitration Rules,"",Concluded,Informatic services contract
642,,ARB/02/12,JacobsGibb Limited v. Hashemite Kingdom of Jordan  (ICSID Case No. ARB/02/12),"",JacobsGibb Limited,Transportation,BIT Jordan - United Kingdom of Great Britain and Northern Ireland 1979,"",,JOR,ICSID Convention - Arbitration Rules,"",Concluded,Waterway construction project
643,,ARB/02/11,Enrho St Limited v. Republic of Kazakhstan  (ICSID Case No. ARB/02/11),"",Enrho St Limited,Electric Power & Other Energy,"",Investment Law - Kazakhstan (1994),,KAZ,ICSID Convention - Arbitration Rules,"",Concluded,Energy enterprise
135,,ARB/14/28,Alpiq AG v. Romania  (ICSID Case No. ARB/14/28),"",Alpiq AG,Electric Power & Other Energy,BIT Romania - Switzerland 1993,ECT (Energy Charter Treaty),,ROU,ICSID Convention - Arbitration Rules,"",Pending,Electricity generation and distribution operations
666,,ARB/01/4,AES Summit Generation Limited  v. Republic of Hungary  (ICSID Case No. ARB/01/4),"",AES Summit Generation Limited ,Electric Power & Other Energy,BIT United Kingdom of Great Britain and Northern Ireland - Hungary 1987,ECT (Energy Charter Treaty),,Republic of Hungary,ICSID Convention - Arbitration Rules,"",Concluded,Power purchase and sale agreement
631,,ARB/03/1,Ed. Züblin AG v. Kingdom of Saudi Arabia  (ICSID Case No. ARB/03/1),"",Ed. Züblin AG,Construction,BIT Saudi Arabia - Germany 1996,"",,SAU,ICSID Convention - Arbitration Rules,"",Concluded,Construction of university facilities
629,,ARB/03/3,Impregilo S.p.A. v. Islamic Republic of Pakistan  (ICSID Case No. ARB/03/3),"",Impregilo S.p.A.,Electric Power & Other Energy,BIT Pakistan - Italy 1997,"",,PAK,ICSID Convention - Arbitration Rules,"",Concluded,Hydropower project
632,,ARB/02/18,Tokios Tokelės v. Ukraine  (ICSID Case No. ARB/02/18),"",Tokios Tokelės,Information & Communication,BIT Ukraine - Lithuania 1994,"",,UKR,ICSID Convention - Arbitration Rules,"",Concluded,Printing enterprise
634,,ARB/02/16,Sempra Energy International  v. Argentine Republic (ICSID Case No. ARB/02/16),"",Sempra Energy International,"Oil, Gas & Mining",BIT United States of America - Argentina 1991,"",,ARG,ICSID Convention - Arbitration Rules,"",Concluded,Gas supply and distribution enterprise
623,,ARB/03/6,"M.C.I. Power Group, L.C. and New Turbine, Inc. v. Republic of Ecuador  (ICSID Case No. ARB/03/6)","","M.C.I. Power Group, L.C. and New Turbine, Inc.",Electric Power & Other Energy,BIT Ecuador - United States of America 1993,"",,ECU,ICSID Convention - Arbitration Rules,"",Concluded,Electric power generation project
622,,ARB/03/7,Camuzzi International S.A. v. Argentine Republic  (ICSID Case No. ARB/03/7),"",Camuzzi International S.A.,Electric Power & Other Energy,"BIT Argentina - Belgium-Luxembourg 1990, BIT United States of America - Argentina 1991","",,ARG,ICSID Convention - Arbitration Rules,"",Concluded,Electricity distribution and transportation enterprise
616,,ARB/03/10,"Gas Natural SDG, S.A.  v. Argentine Republic (ICSID Case No. ARB/03/10)","","Gas Natural SDG, S.A.","Oil, Gas & Mining","BIT Spain - Argentina 1991, BIT United States of America - Argentina 1991","",,ARG,ICSID Convention - Arbitration Rules,"",Pending,Gas supply and distribution enterprise
613,,ARB/03/12,"Pioneer Natural Resources Company, Pioneer Natural Resources (Argentina) S.A. and Pioneer Natural Resources (Tierra del Fuego) S.A. v. Argentine Republic (ICSID Case No. ARB/03/12)","","Pioneer Natural Resources Company, Pioneer Natural Resources (Argentina) S.A. and Pioneer Natural Resources (Tierra del Fuego) S.A.",Electric Power & Other Energy,BIT United States of America - Argentina 1991,"",,ARG,ICSID Convention - Arbitration Rules,"",Concluded,Hydrocarbon and electricity concessions
612,,ARB/03/13,Pan American Energy LLC and BP Argentina Exploration Company  v. Argentine Republic (ICSID Case No. ARB/03/13),"",Pan American Energy LLC and BP Argentina Exploration Company,Electric Power & Other Energy,BIT United States of America - Argentina 1991,"",,ARG,ICSID Convention - Arbitration Rules,"",Concluded,Hydrocarbon and electricity concessions
611,,ARB/03/14,Miminco LLC and others v. Democratic Republic of the Congo (ICSID Case No. ARB/03/14),"",Miminco LLC and others,"Oil, Gas & Mining",BIT Zaire - United States of America 1984,"",,Democratic Republic of the Congo,ICSID Convention - Arbitration Rules,"",Concluded,Diamond mining concessions
606,,ARB/03/17,"Suez, Sociedad General de Aguas de Barcelona S.A. and Interagua Servicios Integrales de Agua S.A. v. Argentine Republic (ICSID Case No. ARB/03/17)","","Suez, Sociedad General de Aguas de Barcelona S.A. and Interagua Servicios Integrales de Agua S.A.","Water, Sanitation & Flood Protection","BIT France - Argentina 1991, BIT Spain - Argentina 1991","",,ARG,ICSID Convention - Arbitration Rules,"",Pending,Water services concession
604,,ARB/03/19,"Suez, Sociedad General de Aguas de Barcelona S.A. and Vivendi Universal S.A v. Argentine Republic (ICSID Case No. ARB/03/19)","","Suez, Sociedad General de Aguas de Barcelona S.A. and Vivendi Universal S.A","Water, Sanitation & Flood Protection","BIT France - Argentina 1991, BIT Spain - Argentina 1991","",,ARG,ICSID Convention - Arbitration Rules,"",Concluded,Water services concession
537,,CONC/05/1,Togo Electricité v. Republic of Togo  (ICSID Case No. CONC/05/1),"",Togo Electricité,"","","",,Republic of Togo,ICSID Convention - Conciliation Rules,"",Concluded,Electricity concession
635,,ARB/02/9,"Champion Trading Company and Ameritrade International, Inc.  v. Arab Republic of Egypt  (ICSID Case No. ARB/02/9)","","Champion Trading Company and Ameritrade International, Inc. ",Other Industry,"BIT United States of America - Egypt,  Arab Republic of 1982","",,EGY,ICSID Convention - Arbitration Rules,"",Concluded,Cotton processing and trading enterprise
601,,ARB/03/20,Telefónica S.A v. Argentine Republic (ICSID Case No. ARB/03/20),"",Telefónica S.A,Information & Communication,BIT Spain - Argentina 1991,"",,ARG,ICSID Convention - Arbitration Rules,"",Concluded,Telecommunications enterprise
602,,ARB/03/18,"Aguas Cordobesas S.A., Suez, and Sociedad General de Aguas de Barcelona S.A.  v. Argentine Republic  (ICSID Case No. ARB/03/18)","","Aguas Cordobesas S.A., Suez, and Sociedad General de Aguas de Barcelona S.A.","Water, Sanitation & Flood Protection","BIT France - Argentina 1991, BIT Spain - Argentina 1991","",,ARG,ICSID Convention - Arbitration Rules,"",Concluded,Water services concession
